,Lokacja,Cena,Cena za m2,M2,Pokoje,Pietro,Currency,Miasto,Dzielnica,Wspolrzedne,Szerokosc,Dlugosc
122,"Gdańsk Śródmieście, Wałowa",765000,21327,35.87,2,1,PLN,Gdańsk,Śródmieście,"Wałowa, Osiek, Śródmieście, Gdańsk, województwo pomorskie, 80-855, Polska",54.3584458,18.6514304
123,"Gdańsk Łostowice, Ofiar Grudnia 70",379000,8239,46.0,3,0,PLN,Gdańsk,Łostowice,,,
124,"Gdańsk Stogi, Wrzosy",409000,11685,35.0,2,0,PLN,Gdańsk,Stogi,"Wrzosy, Stogi, Gdańsk, województwo pomorskie, 80-611, Polska",54.3613318,18.7109654
125,"Gdynia Redłowo, Powstania Wielkopolskiego",990000,19800,50.0,2,12,PLN,Gdynia,Redłowo,"Powstania Wielkopolskiego, Redłowo, Gdynia, województwo pomorskie, 81-466, Polska",54.4939715,18.5482429
126,"Gdańsk Wrzeszcz, Grudziądzka",4500000,35714,126.0,5,1,PLN,Gdańsk,Wrzeszcz,"Grudziądzka, Kolonia Uroda, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-414, Polska",54.3945614,18.6183213
127,"Gdańsk Śródmieście, Podwale Staromiejskie",1399000,13074,107.0,3,0,PLN,Gdańsk,Śródmieście,"Podwale Staromiejskie, Stare Miasto, Śródmieście, Gdańsk, województwo pomorskie, 80-846, Polska",54.3524023,18.6492245
128,"Gdynia Mały Kack, Leśna",1100000,14120,77.9,3,1,PLN,Gdynia,Mały Kack,"Leśna, Mały Kack, Gdynia, województwo pomorskie, 81-549, Polska",54.4693261,18.5190236
129,"Gdańsk Jasień, Lawendowe Wzgórze",430000,13129,32.75,2,0,PLN,Gdańsk,Jasień,"Lawendowe Wzgórze, Szadółki, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3272503,18.5595174
130,"Gdańsk Chełm, Tytusa Chałubińskiego",409000,11685,35.0,2,1,PLN,Gdańsk,Chełm,"Tytusa Chałubińskiego, Chełm A-1, Chełm, Gdańsk, województwo pomorskie, 80-876, Polska",54.3403608,18.6186983
131,"Gdańsk Siedlce, Skarpowa",489999,9193,53.3,2,0,PLN,Gdańsk,Siedlce,"Skarpowa, Kolonia Wyżyny, Siedlce, Gdańsk, województwo pomorskie, 80-145, Polska",54.3537588,18.6214977
132,"Gdańsk Łostowice, Niepołomicka",529000,8493,62.28,3,3,PLN,Gdańsk,Łostowice,"Niepołomicka, Łostowice, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-480, Polska",54.3143954,18.5946641
133,"Gdynia Karwiny, Krzysztofa Kamila Baczyńskiego",439000,8540,51.4,2,1,PLN,Gdynia,Karwiny,"Krzysztofa Kamila Baczyńskiego, Karwiny II, Karwiny, Gdynia, województwo pomorskie, 81-575, Polska",54.4722482,18.4924099
134,"Gdańsk Śródmieście, Szeroka",999000,17839,56.0,3,1,PLN,Gdańsk,Śródmieście,"Szeroka, Stare Miasto, Śródmieście, Gdańsk, województwo pomorskie, 80-846, Polska",54.3521336,18.6493113
135,"Gdańsk Morena, Bronisława Czecha",579000,9539,60.7,3,2,PLN,Gdańsk,Morena,,,
136,"Gdańsk Przymorze, Olsztyńska",575000,12777,45.0,2,1,PLN,Gdańsk,Przymorze,"Olsztyńska, Biały Dwór, Przymorze Wielkie, Gdańsk, województwo pomorskie, 80-395, Polska",54.4059819,18.6039015
137,"Gdańsk Młode Miasto, Rybaki Górne",839000,14982,56.0,2,3,PLN,Gdańsk,Młode miasto,"Rybaki Górne, Młode Miasto, Młyniska, Gdańsk, województwo pomorskie, 80-858, Polska",54.3600026,18.6569874
138,"Gdańsk Ujeścisko, Przemyska",385000,11846,32.5,2,0,PLN,Gdańsk,Ujeścisko,"Przemyska, Ujeścisko, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-158, Polska",54.327724,18.5925125
139,"Gdynia Wiczlino, Stanisława Filipkowskiego",767500,10964,70.0,3,1,PLN,Gdynia,Wiczlino,"Stanisława Filipkowskiego, Wiczlino - Ogród, Chwarzno-Wiczlino, Gdynia, województwo pomorskie, 81-577, Polska",54.4866168,18.4280547
140,"Gdańsk Siedlce, Jacka Malczewskiego",579000,11913,48.6,3,1,PLN,Gdańsk,Siedlce,"Jacka Malczewskiego, Kolonia Spójnia, Siedlce, Gdańsk, województwo pomorskie, 80-105, Polska",54.3493986,18.6355331
141,"Gdańsk Stogi, Jeremiasza Falck Polonusa",469000,8542,54.9,2,1,PLN,Gdańsk,Stogi,"Jeremiasza Falck Polonusa, Stogi, Gdańsk, województwo pomorskie, 80-609, Polska",54.3588553,18.7078066
142,"Gdańsk Chełm, Antoniego Madalińskiego",469000,13148,35.67,2,3,PLN,Gdańsk,Chełm,"Antoniego Madalińskiego, Chełm, Gdańsk, województwo pomorskie, 80-034, Polska",54.3326888,18.6110223
143,"Gdańsk Wrzeszcz, Bolesława Chrobrego",990000,15541,63.7,3,1,PLN,Gdańsk,Wrzeszcz,"Bolesława Chrobrego, Kolonia Uroda, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-414, Polska",54.3965758,18.6178476
144,"Gdynia Wielki Kack, Górnicza",489000,7899,61.9,2,3,PLN,Gdynia,Wielki Kack,"Górnicza, Wielki Kack, Gdynia, województwo pomorskie, 81-572, Polska",54.4676217,18.48157
145,"Gdańsk Letnica, Starowiejska",669000,15204,44.0,2,1,PLN,Gdańsk,Letnica,"Starowiejska, Kolonia Gwiazda Morza, Letnica, Gdańsk, województwo pomorskie, 80-536, Polska",54.3981198,18.6476667
146,"Gdańsk Kowale, Zeusa",549000,9305,59.0,3,3,PLN,Gdańsk,Kowale,"Zeusa, Osiedle Olimp (Kowale), Kowale, gmina Kolbudy, powiat gdański, województwo pomorskie, 80-180, Polska",54.3043859,18.5685833
147,"Gdynia Obłuże, Benisławskiego",449000,8503,52.8,3,0,PLN,Gdynia,Obłuże,"Benisławskiego, Michała Benisławskiego, Obłuże, Gdynia, województwo pomorskie, 81-173, Polska",54.5543531,18.52428443988323
148,"Gdańsk Łostowice, Wielkopolska",289000,11560,25.0,1,0,PLN,Gdańsk,Łostowice,"Wielkopolska, Łostowice, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-480, Polska",54.3152398,18.5911515
149,"Gdańsk Zakoniczyn, Konrada Guderskiego",599000,9983,60.0,3,2,PLN,Gdańsk,Zakoniczyn,"Konrada Guderskiego, Zakoniczyn, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-180, Polska",54.318336,18.5676373
150,"Gdańsk Morena, Królewskie Wzgórze",775000,12116,63.96,3,1,PLN,Gdańsk,Morena,,,
151,"Gdańsk Św. Wojciech, Kazimierza Wielkiego",449000,10441,43.0,2,2,PLN,Gdańsk,,,,
152,"Gdynia Wiczlino, Stanisława Filipkowskiego",599000,11098,53.97,3,2,PLN,Gdynia,Wiczlino,"Stanisława Filipkowskiego, Wiczlino - Ogród, Chwarzno-Wiczlino, Gdynia, województwo pomorskie, 81-577, Polska",54.4866168,18.4280547
153,"Gdańsk Jasień, Pólnicy",579000,9338,62.0,3,2,PLN,Gdańsk,Jasień,"Pólnicy, Os. Gardenia, Jasień, Gdańsk, województwo pomorskie, 80-125, Polska",54.3425831,18.5638165
154,"Gdańsk Łostowice, Pastelowa",380000,9857,38.55,2,0,PLN,Gdańsk,Łostowice,,,
155,"Gdańsk Stogi, Tamka",420000,9767,43.0,2,2,PLN,Gdańsk,Stogi,"Tamka, Stogi, Gdańsk, województwo pomorskie, 80-609, Polska",54.358222,18.7053712
156,"Gdańsk Śródmieście, Jana Heweliusza",895000,14489,61.77,3,4,PLN,Gdańsk,Śródmieście,"Jana Heweliusza, Stare Miasto, Śródmieście, Gdańsk, województwo pomorskie, 80-890, Polska",54.3561587,18.6503132
157,"Gdańsk Stare Przedmieście, Lastadia",1950000,21666,90.0,3,1,PLN,Gdańsk,Stare Przedmieście,"Lastadia, Stare Przedmieście, Śródmieście, Gdańsk, województwo pomorskie, 80-880, Polska",54.3446869,18.6516446
158,"Gdańsk Wrzeszcz, Grunwaldzka",849000,11841,71.7,4,2,PLN,Gdańsk,Wrzeszcz,"Grunwaldzka Dzielnica Mieszkaniowa, Wrzeszcz Górny, Gdańsk, województwo pomorskie, Polska",54.3768101,18.61329207601881
159,"Gdynia Mały Kack, Olgierda",1070000,14494,73.82,3,0,PLN,Gdynia,Mały Kack,"Olgierda, Kolonia Wielki Kack, Mały Kack, Gdynia, województwo pomorskie, 81-583, Polska",54.4724642,18.508711
160,"Gdańsk Morena, Magellana",749000,11348,66.0,3,1,PLN,Gdańsk,Morena,,,
161,"Gdańsk Ujeścisko, Anny Jagiellonki",629000,9388,67.0,3,0,PLN,Gdańsk,Ujeścisko,,,
162,"Gdańsk Ujeścisko, Nieborowska",459000,10305,44.54,2,2,PLN,Gdańsk,Ujeścisko,,,
163,"Gdańsk Śródmieście, Rajska",1250000,21551,58.0,3,0,PLN,Gdańsk,Śródmieście,"Rajska, Stare Miasto, Śródmieście, Gdańsk, województwo pomorskie, 80-850, Polska",54.3556503,18.6489283
164,"Gdańsk Żabianka, Tysiąclecia",410000,18636,22.0,1,3,PLN,Gdańsk,Żabianka,"Tysiąclecia, Żabianka-Wejhera-Jelitkowo-Tysiąclecia, Gdańsk, województwo pomorskie, 80-351, Polska",54.4176938,18.5899494
165,"Gdańsk Strzyża, Wojska Polskiego",679000,13913,48.8,3,2,PLN,Gdańsk,Strzyża,"Wojska Polskiego, Aleja Wojska Polskiego, Strzyża Górna, Strzyża, Gdańsk, województwo pomorskie, 80-266, Polska",54.3870466,18.5907756
166,"Gdańsk Wrzeszcz, Grudziądzka",775000,18953,40.89,2,1,PLN,Gdańsk,Wrzeszcz,"Grudziądzka, Kolonia Uroda, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-414, Polska",54.3945614,18.6183213
167,"Gdańsk Wrzeszcz, Partyzantów",789000,12384,63.71,3,1,PLN,Gdańsk,Wrzeszcz,"Partyzantów, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-249, Polska",54.3766522,18.6075306
168,"Gdynia Witomino, Konwaliowa",519000,9664,53.7,3,9,PLN,Gdynia,Witomino,"Konwaliowa, Witomino-Radiostacja, Witomino, Gdynia, województwo pomorskie, 81-660, Polska",54.5013275,18.5147885
169,"Gdańsk Przymorze, Olsztyńska",1150000,17113,67.2,3,0,PLN,Gdańsk,Przymorze,"Olsztyńska, Biały Dwór, Przymorze Wielkie, Gdańsk, województwo pomorskie, 80-395, Polska",54.4059819,18.6039015
170,"Gdańsk Stogi, Hoża",390000,9154,42.6,2,4,PLN,Gdańsk,Stogi,"Hoża, Stogi, Gdańsk, województwo pomorskie, 80-628, Polska",54.3600113,18.7126565
171,"Gdynia Redłowo, Powstania Wielkopolskiego",529000,11255,47.0,3,1,PLN,Gdynia,Redłowo,"Powstania Wielkopolskiego, Redłowo, Gdynia, województwo pomorskie, 81-466, Polska",54.4939715,18.5482429
172,"Gdańsk Jasień, Konrada Guderskiego",635000,10382,61.16,3,0,PLN,Gdańsk,Jasień,"Konrada Guderskiego, Rębowo, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3235259,18.556442
173,"Sopot Górny Sopot, Okrężna",2244000,10782,208.11,6,4,PLN,Sopot,Górny Sopot,,,
174,"Gdańsk Żabianka, Tysiąclecia",429000,19066,22.5,1,3,PLN,Gdańsk,Żabianka,"Tysiąclecia, Żabianka-Wejhera-Jelitkowo-Tysiąclecia, Gdańsk, województwo pomorskie, 80-351, Polska",54.4176938,18.5899494
175,"Gdańsk Siedlce, Zakopiańska",669000,11608,57.63,2,2,PLN,Gdańsk,Siedlce,"Zakopiańska, Kolonia Spójnia, Siedlce, Gdańsk, województwo pomorskie, 80-139, Polska",54.3502967,18.624454
176,"Gdańsk Ujeścisko, Rogalińska",520000,11016,47.2,2,8,PLN,Gdańsk,Ujeścisko,,,
177,"Gdańsk Oliwa, Pawła Gdańca",399000,13125,30.4,1,0,PLN,Gdańsk,Oliwa,"Pawła Gdańca, Pachołek, Oliwa, Gdańsk, województwo pomorskie, 80-336, Polska",54.4133362,18.5549714
178,"Gdynia Witomino, Narcyzowa",459000,10800,42.5,2,6,PLN,Gdynia,Witomino,"Narcyzowa, Witomino-Radiostacja, Witomino, Gdynia, województwo pomorskie, 81-653, Polska",54.4974911,18.5174369
179,"Gdańsk Wrzeszcz, Róży Ostrowskiej",669000,12575,53.2,3,3,PLN,Gdańsk,Wrzeszcz,"Róży Ostrowskiej, Srebrzysko, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-260, Polska",54.3780231,18.5825537
180,"Gdańsk Długie Ogrody, Jana Dziewanowskiego",949000,10845,87.5,3,3,PLN,Gdańsk,Długie ogrody,"Jana Dziewanowskiego, Ołowianka, Śródmieście, Gdańsk, województwo pomorskie, 80-752, Polska",54.3515581,18.6631602
181,"Gdańsk Jasień, Leszczynowa",540000,9964,54.19,2,6,PLN,Gdańsk,Jasień,"Leszczynowa, Cegielnia, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3349283,18.559323
182,"Gdańsk Zaspa, Kombatantów",349000,13169,26.5,1,0,PLN,Gdańsk,Zaspa,"Kombatantów, Zaspa-Rozstaje, Gdańsk, województwo pomorskie, 80-464, Polska",54.3949615,18.6108604
183,"Gdańsk Ujeścisko, Wawelska",545000,10341,52.7,2,3,PLN,Gdańsk,Ujeścisko,,,
184,"Gdańsk Żabianka, Gospody",480000,10389,46.2,3,0,PLN,Gdańsk,Żabianka,"Gospody, Żabianka, Żabianka-Wejhera-Jelitkowo-Tysiąclecia, Gdańsk, województwo pomorskie, 80-340, Polska",54.4245047,18.5775911
185,"Gdynia Chylonia, Chylońska",389900,9139,42.66,2,1,PLN,Gdynia,Chylonia,"Chylońska, Osiedle Meksyk, Chylonia, Gdynia, województwo pomorskie, 81-034, Polska",54.5448438,18.4619638
186,"Gdynia Dąbrowa, Rdestowa",439000,9261,47.4,2,4,PLN,Gdynia,Dąbrowa,"Rdestowa, Dąbrowa, Gdynia, województwo pomorskie, 81-571, Polska",54.4595175,18.4524723
187,"Gdańsk Łostowice, Niepołomicka",515000,9537,54.0,2,3,PLN,Gdańsk,Łostowice,"Niepołomicka, Łostowice, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-480, Polska",54.3143954,18.5946641
188,"Gdynia Obłuże, Stolarska",328000,8410,39.0,2,10,PLN,Gdynia,Obłuże,"Stolarska, Obłuże Leśne, Obłuże, Gdynia, województwo pomorskie, 81-179, Polska",54.5524466,18.5156962
189,"Gdańsk Przymorze, Obrońców Wybrzeża",1064200,15650,68.0,3,0,PLN,Gdańsk,Przymorze,"Obrońców Wybrzeża, Przymorze Wielkie, Gdańsk, województwo pomorskie, 80-375, Polska",54.4087838,18.5891854
190,"Gdańsk Wrzeszcz, Romana Dmowskiego",1100000,10891,101.0,4,0,PLN,Gdańsk,Wrzeszcz,"Gdańsk Wrzeszcz, Romana Dmowskiego, Strzyża Dolna, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-243, Polska",54.3817696,18.6055111
191,"Gdańsk Stare Przedmieście, Rzeźnicka",793000,13000,61.0,4,1,PLN,Gdańsk,Stare Przedmieście,"Rzeźnicka, Stare Przedmieście, Śródmieście, Gdańsk, województwo pomorskie, 80-810, Polska",54.3435338,18.646895
192,"Gdańsk Wrzeszcz, Grunwaldzka",830000,11690,71.0,4,1,PLN,Gdańsk,Wrzeszcz,"Grunwaldzka Dzielnica Mieszkaniowa, Wrzeszcz Górny, Gdańsk, województwo pomorskie, Polska",54.3768101,18.61329207601881
193,"Gdańsk Niedźwiednik, Leśna Góra",650000,8724,74.5,3,0,PLN,Gdańsk,Niedźwiednik,"Leśna Góra, Niedźwiednik, Brętowo, Gdańsk, województwo pomorskie, 80-292, Polska",54.3737649,18.5643553
194,"Gdańsk Jasień, Jabłoniowa",520000,11586,44.88,2,2,PLN,Gdańsk,Jasień,"Jabłoniowa, Szadółki, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3304206,18.5558035
195,"Gdańsk Jelitkowo, Wypoczynkowa",3300000,39388,83.78,3,6,PLN,Gdańsk,Jelitkowo,"Wypoczynkowa, Jelitkowo, Żabianka-Wejhera-Jelitkowo-Tysiąclecia, Gdańsk, województwo pomorskie, 80-341, Polska",54.4217032,18.6019497
196,"Gdańsk Wrzeszcz, Grudziądzka",720000,21726,33.14,2,3,PLN,Gdańsk,Wrzeszcz,"Grudziądzka, Kolonia Uroda, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-414, Polska",54.3945614,18.6183213
197,"Gdańsk VII Dwór, Józefa Chełmońskiego",555000,9982,55.6,3,2,PLN,Gdańsk,VII Dwór,"Józefa Chełmońskiego, Osiedla Młodych im. Janka Krasickiego, VII Dwór, Gdańsk, województwo pomorskie, 80-303, Polska",54.3883084,18.571755
198,"Gdańsk Dolne Miasto, Jałmużnicza",615000,16662,36.91,2,3,PLN,Gdańsk,Dolne miasto,"Jałmużnicza, Dolne Miasto, Śródmieście, Gdańsk, województwo pomorskie, 80-770, Polska",54.3415087,18.6572512
199,"Gdańsk Przymorze, Rzeczypospolitej",635000,18142,35.0,2,4,PLN,Gdańsk,Przymorze,"Aleja Rzeczypospolitej, Przymorze Wielkie, Gdańsk, województwo pomorskie, 80-362, Polska",54.4034704,18.5910556
200,"Gdańsk Wrzeszcz, Grudziądzka",1473400,20000,73.67,3,3,PLN,Gdańsk,Wrzeszcz,"Grudziądzka, Kolonia Uroda, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-414, Polska",54.3945614,18.6183213
201,"Gdańsk Wrzeszcz, Bolesława Chrobrego",720000,21077,34.16,2,7,PLN,Gdańsk,Wrzeszcz,"Bolesława Chrobrego, Kolonia Uroda, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-414, Polska",54.3965758,18.6178476
202,"Gdańsk Przymorze, Szczecińska",970000,17962,54.0,3,4,PLN,Gdańsk,Przymorze,"Szczecińska, Mała Warszawa, Przymorze Małe, Gdańsk, województwo pomorskie, 80-387, Polska",54.4054917,18.5798509
203,"Gdańsk Brzeźno, Polskiego Czerwonego Krzyża",685000,18886,36.27,2,4,PLN,Gdańsk,Brzeźno,"Polskiego Czerwonego Krzyża, Brzeźno, Gdańsk, województwo pomorskie, 80-519, Polska",54.4047457,18.6316004
204,"Gdańsk Brzeźno, Polskiego Czerwonego Krzyża",559000,19893,28.1,2,1,PLN,Gdańsk,Brzeźno,"Polskiego Czerwonego Krzyża, Brzeźno, Gdańsk, województwo pomorskie, 80-519, Polska",54.4047457,18.6316004
205,"Gdańsk Łostowice, Wielkopolska",429000,11289,38.0,2,17,PLN,Gdańsk,Łostowice,"Wielkopolska, Łostowice, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-480, Polska",54.3152398,18.5911515
206,"Gdańsk Letnica, Sucha",1300000,15294,85.0,3,2,PLN,Gdańsk,Letnica,"Sucha, Oliwskie Łąki, Letnica, Gdańsk, województwo pomorskie, 80-534, Polska",54.3904967,18.6474929
207,"Gdańsk Ujeścisko, Piotrkowska",350000,11513,30.4,1,3,PLN,Gdańsk,Ujeścisko,"Piotrkowska, Ujeścisko, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-158, Polska",54.32899,18.5835346
208,"Gdańsk Osowa, Marsa",800000,10739,74.49,4,1,PLN,Gdańsk,Osowa,"Marsa, Osowa, Gdańsk, województwo pomorskie, 81-598, Polska",54.4204107,18.4791309
209,"Gdańsk Siedlce, Kartuska",550000,12500,44.0,2,4,PLN,Gdańsk,Siedlce,"Kartuska, Kolonia Spójnia, Siedlce, Gdańsk, województwo pomorskie, 80-103, Polska",54.3511063,18.6352725
210,"Gdynia Wzgórze Św. Maksymiliana, Legionów",599000,11092,54.0,3,2,PLN,Gdynia,,"Legionów, Redłowo, Wzgórze Świętego Maksymiliana, Gdynia, województwo pomorskie, 81-450, Polska",54.4993793,18.5418826
211,"Gdańsk Śródmieście, Stara Stocznia",1830000,33571,54.51,2,2,PLN,Gdańsk,Śródmieście,"Stara Stocznia, Ołowianka, Śródmieście, Gdańsk, województwo pomorskie, 80-862, Polska",54.3558637,18.661659
212,"Gdynia Orłowo, Orłowska",1249000,17843,70.0,2,3,PLN,Gdynia,Orłowo,"Orłowska, Orłowo, Gdynia, województwo pomorskie, 81-540, Polska",54.4794906,18.5530912
213,"Gdynia Cisowa, Chylońska",365000,7716,47.3,2,1,PLN,Gdynia,Cisowa,"Chylońska, Cisowa, Gdynia, województwo pomorskie, 81-020, Polska",54.5489949,18.4457365
214,"Gdańsk Jasień, Leszczynowa",1097000,9848,111.39,5,2,PLN,Gdańsk,Jasień,"Leszczynowa, Cegielnia, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3349283,18.559323
215,"Gdynia Mały Kack, Strzelców",679000,14087,48.2,2,2,PLN,Gdynia,Mały Kack,"Strzelców, Kolonia Wielki Kack, Mały Kack, Gdynia, województwo pomorskie, 81-586, Polska",54.4736509,18.5070401
216,"Gdynia Działki Leśne, Kwidzyńska",895000,16886,53.0,3,16,PLN,Gdynia,Działki Leśne,"Kwidzyńska, Działki Leśne, Gdynia, województwo pomorskie, 81-322, Polska",54.5118581,18.5252387
217,"Gdańsk Morena, Franciszka Rakoczego",669000,13917,48.07,2,5,PLN,Gdańsk,Morena,"Moto Park, 32, Franciszka Rakoczego, Nowolipie, Siedlce, Gdańsk, województwo pomorskie, 80-171, Polska",54.35006175,18.59514923167543
218,"Gdynia Chylonia, Wiejska",360000,7826,46.0,3,0,PLN,Gdynia,Chylonia,"Wiejska, Chylonia, Gdynia, województwo pomorskie, 81-052, Polska",54.5392602,18.471961
219,Gdynia Wiczlino,569000,10160,56.0,3,2,PLN,Gdynia,Wiczlino,"Wiczlino, Chwarzno-Wiczlino, Gdynia, województwo pomorskie, 81-577, Polska",54.4839443,18.4369961
220,"Sopot Dolny Sopot, Władysława Iv",3000000,26127,114.82,4,2,PLN,Sopot,Dolny Sopot,"Generała Władysława Sikorskiego, Sopot Dolny, Sopot, województwo pomorskie, 81-868, Polska",54.4415462,18.5599806
221,"Gdańsk Wrzeszcz, Słowackiego",499000,12290,40.6,2,6,PLN,Gdańsk,Wrzeszcz,"Słowackiego, Srebrzysko, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-257, Polska",54.3791147,18.5834055
222,"Gdańsk Zaspa, Pilotów",389000,12589,30.9,1,7,PLN,Gdańsk,Zaspa,"Pilotów, Młyniec, Zaspa-Młyniec, Gdańsk, województwo pomorskie, 80-460, Polska",54.394244,18.5874811
223,Gdynia Witomino,409000,11054,37.0,2,2,PLN,Gdynia,Witomino,"Witomino, Gdynia, województwo pomorskie, Polska",54.4984985,18.509001
224,"Gdańsk Zakoniczyn, Konrada Guderskiego",575000,9983,57.6,3,4,PLN,Gdańsk,Zakoniczyn,"Konrada Guderskiego, Zakoniczyn, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-180, Polska",54.318336,18.5676373
225,"Gdańsk Jasień, Gen. Władysława Andersa",670000,13114,51.09,2,1,PLN,Gdańsk,Jasień,"Gdańsk Jasień, Generała Władysława Andersa, Jasień, Gdańsk, województwo pomorskie, 80-283, Polska",54.3536518,18.5500839
226,"Gdańsk Letnica, Letnicka",910000,13485,67.48,3,3,PLN,Gdańsk,Letnica,"Letnicka, Kolonia Gwiazda Morza, Letnica, Gdańsk, województwo pomorskie, 80-536, Polska",54.3986679,18.646464
227,"Gdańsk Orunia, Związkowa",299000,7806,38.3,2,11,PLN,Gdańsk,Orunia,"Związkowa, Orunia, Orunia - Święty Wojciech - Lipce, Gdańsk, województwo pomorskie, 80-062, Polska",54.3227394,18.6354569
228,"Gdynia Śródmieście, Mściwoja",990000,15714,63.0,4,5,PLN,Gdynia,Śródmieście,"Mściwoja, Śródmieście, Gdynia, województwo pomorskie, 81-361, Polska",54.5196977,18.5374641
229,"Gdańsk Śródmieście, Chmielna",1850000,33124,55.85,2,5,PLN,Gdańsk,Śródmieście,"Chmielna, Wyspa Spichrzów, Śródmieście, Gdańsk, województwo pomorskie, 80-748, Polska",54.3456228,18.6558958
230,"Gdynia Śródmieście, 10 Lutego",3950000,35483,111.32,3,0,PLN,Gdynia,Śródmieście,"10 Lutego, Śródmieście, Gdynia, województwo pomorskie, 81-364, Polska",54.5196449,18.5366076
231,"Gdynia Orłowo, Klonowa",903000,14995,60.22,3,0,PLN,Gdynia,Orłowo,"Klonowa, Orłowo, Gdynia, województwo pomorskie, 81-558, Polska",54.4791707,18.5469938
232,"Gdynia Orłowo, Klonowa",905000,14840,60.98,3,6,PLN,Gdynia,Orłowo,"Klonowa, Orłowo, Gdynia, województwo pomorskie, 81-558, Polska",54.4791707,18.5469938
233,"Sopot Wyścigi / Karlikowo, Bitwy Pod Płowcami",1330000,17073,77.9,4,1,PLN,Sopot,Wyścigi / Karlikowo,"Bitwy pod Płowcami, Karlikowo, Sopot, województwo pomorskie, 81-730, Polska",54.4349367,18.5784558
234,"Gdynia Redłowo, Powstania Śląskiego",569000,13771,41.32,2,1,PLN,Gdynia,Redłowo,"Powstania Śląskiego, Redłowo, Gdynia, województwo pomorskie, 81-466, Polska",54.4927005,18.5538525
235,Gdańsk Nowy Port,475000,8333,57.0,3,0,PLN,Gdańsk,Nowy Port,"Gdańsk Nowy Port, Podjazd, Nowy Port, Gdańsk, województwo pomorskie, 80-542, Polska",54.4040068,18.6659341
236,"Gdynia Babie Doły, Ikara 14",590000,10409,56.68,3,1,PLN,Gdynia,Babie Doły,"14, Ikara, Nowe Obłuże, Babie Doły, Gdynia, województwo pomorskie, 81-113, Polska",54.5812541,18.53886465414793
237,"Gdańsk Żabianka, Subisława",575000,10249,56.1,3,4,PLN,Gdańsk,Żabianka,"Subisława, Żabianka, Żabianka-Wejhera-Jelitkowo-Tysiąclecia, Gdańsk, województwo pomorskie, 80-354, Polska",54.4189331,18.5711701
238,"Gdańsk Morena, Burgaska",649000,8988,72.2,3,0,PLN,Gdańsk,Morena,,,
239,"Gdańsk Wrzeszcz, Bolesława Chrobrego",560000,12174,46.0,2,12,PLN,Gdańsk,Wrzeszcz,"Bolesława Chrobrego, Kolonia Uroda, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-414, Polska",54.3965758,18.6178476
240,"Gdańsk Wrzeszcz, Partyzantów",2149000,15572,138.0,3,1,PLN,Gdańsk,Wrzeszcz,"Partyzantów, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-249, Polska",54.3766522,18.6075306
241,"Gdańsk Strzyża, Karola Szymanowskiego",1190000,20081,59.26,3,1,PLN,Gdańsk,Strzyża,"Karola Szymanowskiego, Strzyża Górna, Strzyża, Gdańsk, województwo pomorskie, 80-280, Polska",54.3844677,18.5893686
