Lokacja,Cena,Cena za m2,M2,Pokoje,Pietro
"Gdynia Obłuże, Cechowa",799 990 zł,9389 zł/m2,85.2,1,2
"Gdynia Chwarzno, Czesława Niemena",1 000 000 zł,10761 zł/m2,92.92,3,2
"Gdańsk Przeróbka, Przetoczna",380 000 zł,7421 zł/m2,51.2,1,4
"Gdynia Witomino, Wielkokacka",443 000 zł,11972 zł/m2,37,2,2
"Gdańsk Chełm, Marcina Dragana",549 000 zł,8854 zł/m2,62,3,parter
Gdańsk,355 000 zł,14200 zł/m2,25,5,4
"Gdańsk Kowale, Zeusa",415 000 zł,10121 zł/m2,41,2,2
"Gdańsk Zakoniczyn, Jerzego Świrskiego",655 000 zł,10076 zł/m2,65,2,1
"Gdańsk Jasień, Stolema",881 000 zł,6319 zł/m2,139.4,3,2
Gdańsk Siedlce,530 000 zł,10291 zł/m2,51.5,2,1
"Gdańsk Długie Ogrody, Świętej Barbary",579 000 zł,12725 zł/m2,45.5,2,2
"Gdańsk Chełm, Stanisława Hebanowskiego",669 000 zł,10790 zł/m2,62,2,5
"Gdańsk Zaspa, Kombatantów",480 000 zł,12000 zł/m2,40,3,5
"Gdynia Chylonia, Chylońska",365 000 zł,8295 zł/m2,44,2,2
"Gdańsk Młode Miasto, Wałowa",848 320 zł,19280 zł/m2,44,3,1
"Gdańsk Brzeźno, Gdańska",880 000 zł,11282 zł/m2,78,1,1
"Gdańsk Śródmieście, Wałowa",848 320 zł,19280 zł/m2,44,1,4
"Gdynia Wzgórze św. Maksymiliana, Reja",650 000 zł,10236 zł/m2,63.5,2,parter
"Gdańsk Śródmieście, Chmielna",629 000 zł,27348 zł/m2,23,2,2
"Gdańsk Wrzeszcz, Zygmunta Augusta",380 000 zł,9500 zł/m2,40,2,1
"Gdańsk Łostowice, Hokejowa",430 000 zł,12956 zł/m2,33.19,1,2
"Gdańsk Przymorze, Olsztyńska",575 000 zł,12777 zł/m2,45,2,1
"Gdańsk Łostowice, Świętokrzyska",359 333 zł,10550 zł/m2,34.06,3,1
"Gdańsk Wrzeszcz, Zygmunta Augusta",420 000 zł,9545 zł/m2,44,2,1
"Gdańsk Letnica, Starowiejska",615 643 zł,12942 zł/m2,47.57,3,2
"Gdańsk Długie Ogrody, Łąkowa",1 990 000 zł,22614 zł/m2,88,2,1
"Gdynia Witomino, Nauczycielska",349 999 zł,8333 zł/m2,42,1,1
"Gdańsk Oliwa, Żubrowa",627 000 zł,11989 zł/m2,52.3,3,5
"Gdańsk Młyniska, Marynarki Polskiej",427 000 zł,10264 zł/m2,41.6,2,6
"Gdańsk Śródmieście, Chmielna",629 000 zł,27491 zł/m2,22.88,3,parter
"Gdynia Grabówek, Kapitańska",699 000 zł,12944 zł/m2,54,3,3
"Gdańsk Przymorze, Chłopska",569 990 zł,11399 zł/m2,50,2,2
"Gdańsk Długie Ogrody, Sienna Grobla",849 000 zł,18014 zł/m2,47.13,1,parter
"Gdańsk Stogi, Rybna",599 000 zł,9359 zł/m2,64,2,1
"Gdańsk Łostowice, Ofiar Grudnia 70",379 000 zł,9755 zł/m2,38.85,2,4
"Gdańsk Jelitkowo, Wypoczynkowa",960 000 zł,32000 zł/m2,30,3,1
"Gdańsk Łostowice, Niepołomicka",430 000 zł,12703 zł/m2,33.85,3,3
"Gdańsk Jasień, Potęgowska",380 000 zł,10857 zł/m2,35,2,3
Gdynia,649 000 zł,11825 zł/m2,54.88,2,6
"Gdynia Mały Kack, Miła",1 110 000 zł,11671 zł/m2,95.1,5,9
"Gdańsk Długie Ogrody, Siennicka",390 000 zł,10655 zł/m2,36.6,3,parter
"Gdańsk Przymorze, Rzeczypospolitej",609 000 zł,13239 zł/m2,46,3,1
"Gdańsk Brzeźno, Bogumiła Kobieli",1 555 000 zł,11309 zł/m2,137.5,5,1
"Sopot Dolny Sopot, Parkowa",2 205 000 zł,35000 zł/m2,63,2,parter
Gdańsk Śródmieście,999 000 zł,13320 zł/m2,75,3,parter
"Gdańsk Strzyża, Karola Szymanowskiego",1 900 000 zł,11564 zł/m2,164.3,3,4
"Gdynia Wzgórze św. Maksymiliana, Dywizji Kościuszkowskiej",793 100 zł,17500 zł/m2,45.32,2,1
"Gdańsk Śródmieście, Garncarska",699 000 zł,12595 zł/m2,55.5,2,1
"Gdynia Kamienna Góra, Marsz. Piłsudskiego",999 000 zł,10765 zł/m2,92.8,3,2
"Gdańsk Jasień, Potęgowska",459 000 zł,11475 zł/m2,40,2,1
"Gdańsk Śródmieście, Szeroka",820 000 zł,20000 zł/m2,41,3,8
"Gdańsk Strzyża, Fryderyka Chopina",520 000 zł,10000 zł/m2,52,2,1
"Gdynia Wzgórze św. Maksymiliana, Kazimierza Górskiego",630 000 zł,14651 zł/m2,43,2,parter
"Sopot Górny Sopot, 23 Marca",579 000 zł,10871 zł/m2,53.26,3,1
"Gdańsk Dolne Miasto, Przyokopowa",539 000 zł,10888 zł/m2,49.5,2,parter
"Gdańsk Morena, Wileńska",525 000 zł,12382 zł/m2,42.4,3,2
"Gdańsk Żabianka, Pomorska",619 000 zł,11033 zł/m2,56.1,3,2
"Gdynia Witomino, Stawna",469 000 zł,10906 zł/m2,43,3,3
"Gdańsk Młyniska, Okrąg",470 000 zł,10262 zł/m2,45.8,4,2
"Gdańsk Żabianka, Pomorska",528 000 zł,11139 zł/m2,47.4,2,2
"Gdańsk Oliwa, Grunwaldzka",550 000 zł,9076 zł/m2,60.6,2,3
"Sopot Dolny Sopot, Floriana Ceynowy",2 500 000 zł,29164 zł/m2,85.72,3,11
"Gdynia Chwarzno, Czesława Niemena",740 000 zł,14230 zł/m2,52,2,1
"Gdańsk Wrzeszcz, Edwarda Stachury",860 000 zł,19815 zł/m2,43.4,1,3
"Sopot Kamienny Potok, Wejherowska",799 999 zł,15385 zł/m2,52,3,7
"Gdynia Mały Kack, Strzelców",670 000 zł,12451 zł/m2,53.81,3,4
"Gdynia Wzgórze św. Maksymiliana, Bp. Dominika",305 000 zł,13260 zł/m2,23,2,3
"Gdynia Chwarzno, Czesława Niemena",1 047 000 zł,14746 zł/m2,71,4,4
Gdańsk Chełm,669 000 zł,10388 zł/m2,64.4,4,17
"Gdańsk Jasień, Potęgowska",370 000 zł,10571 zł/m2,35,1,3
"Gdańsk Śródmieście, Górka",1 530 000 zł,14014 zł/m2,109.17,2,12
"Gdynia Wiczlino, Gen. Mariusza Zaruskiego",1 000 000 zł,11351 zł/m2,88.1,3,1
"Gdańsk Stare Przedmieście, Jaglana",500 000 zł,17668 zł/m2,28.3,2,2
"Gdańsk Jasień, Guderskiego",469 500 zł,11451 zł/m2,41,2,2
"Gdańsk Śródmieście, Pańska",1 320 000 zł,17600 zł/m2,75,2,2
"Gdynia Obłuże, Krawiecka",312 000 zł,8210 zł/m2,38,1,parter
"Gdańsk Wrzeszcz, Konrada Leczkowa",570 000 zł,11825 zł/m2,48.2,2,1
"Gdańsk Siedlce, Seweryna Goszczyńskiego",530 000 zł,10291 zł/m2,51.5,2,4
"Gdańsk Przymorze, Obrońców Wybrzeża",359 000 zł,11966 zł/m2,30,2,1
"Gdynia Chylonia, Kartuska",369 000 zł,9283 zł/m2,39.75,2,1
"Gdańsk Nowy Port, Wyzwolenia",494 000 zł,9880 zł/m2,50,3,7
"Gdańsk Żabianka, Jakuba Wejhera",650 000 zł,13541 zł/m2,48,2,5
"Gdańsk Przymorze, Chłopska",729 000 zł,14580 zł/m2,50,2,4
"Gdynia Oksywie, Inż. J. Śmidowicza",499 000 zł,9980 zł/m2,50,2,2
"Gdynia Wzgórze św. Maksymiliana, Górskiego Kazimierza",600 000 zł,14634 zł/m2,41,2,6
"Gdańsk Młyniska, Okrąg",580 000 zł,10195 zł/m2,56.89,3,4
"Gdańsk Zaspa, Startowa",599 000 zł,12350 zł/m2,48.5,2,parter
"Gdańsk Przymorze, Chłopska",679 000 zł,13580 zł/m2,50,3,2
"Sopot Górny Sopot, 23 Marca",650 000 zł,13830 zł/m2,47,3,parter
Gdynia Działki Leśne,489 000 zł,12225 zł/m2,40,3,3
"Gdańsk Żabianka, Pomorska 16",619 000 zł,11033 zł/m2,56.1,3,3
Gdynia Chylonia,489 000 zł,9136 zł/m2,53.52,3,parter
"Gdańsk Strzyża, Fryderyka Chopina",779 000 zł,14393 zł/m2,54.12,4,5
"Gdańsk Długie Ogrody, Św. Barbary",1 350 000 zł,15698 zł/m2,86,3,2
"Gdańsk Przymorze, Szczecińska",970 000 zł,17963 zł/m2,54,2,parter
Gdańsk Długie Ogrody,1 380 000 zł,15682 zł/m2,88,2,4
"Gdynia Karwiny, Buraczana",570 000 zł,8975 zł/m2,63.51,3,4
"Gdynia Oksywie, Nasypowa",395 000 zł,7714 zł/m2,51.2,2,1
"Gdańsk Przymorze, Rzeczypospolitej",609 000 zł,13239 zł/m2,46,3,parter
"Gdańsk Przymorze, Obrońców Wybrzeża",990 000 zł,16500 zł/m2,60,2,4
"Gdynia Witomino, Widna",375 000 zł,10714 zł/m2,35,3,5
"Gdynia Śródmieście, Słowackiego",1 180 000 zł,14929 zł/m2,79.04,3,1
"Gdynia Śródmieście, Abrahama",560 000 zł,17500 zł/m2,32,3,2
"Gdynia Grabówek, Komandorska",528 000 zł,9962 zł/m2,53,1,2
"Gdynia Wzgórze św. Maksymiliana, Wachowiaka Wojewody",764 400 zł,9800 zł/m2,78,3,1
"Gdańsk Chełm, Stanisława Hebanowskiego",669 000 zł,10790 zł/m2,62,4,1
"Gdańsk Długie Ogrody, Sienna Grobla",679 000 zł,25709 zł/m2,26.41,3,9
"Sopot Dolny Sopot, Kazimierza Wielkiego",1 399 000 zł,16978 zł/m2,82.4,2,6
"Gdynia, Nowodworcowa",799 999 zł,9756 zł/m2,82,4,1
"Gdynia Pogórze, Romanowskiego",509 000 zł,8092 zł/m2,62.9,3,2
"Gdańsk Przymorze, Piastowska",499 000 zł,11089 zł/m2,45,2,2
"Gdańsk Siedlce, Ojcowska",1 350 000 zł,8438 zł/m2,160,3,2
"Gdańsk Przymorze, Chłopska",682 000 zł,12629 zł/m2,54,3,parter
"Gdańsk Brzeźno, Karola Chodkiewicza",990 000 zł,21313 zł/m2,46.45,3,1
Gdańsk Śródmieście,1 990 000 zł,22111 zł/m2,90,3,1
"Gdynia Oksywie, Stefana Czarnieckiego",790 000 zł,11969 zł/m2,66,3,parter
"Gdańsk Śródmieście, Chmielna","851 739,89 zł",17886 zł/m2,47.62,3,1
"Gdańsk Ujeścisko, Płocka",785 000 zł,11033 zł/m2,71.15,4,3
"Gdańsk Nowy Port, Oliwska",716 000 zł,8996 zł/m2,79.59,3,8
"Gdańsk Żabianka, Pomorska",609 000 zł,10856 zł/m2,56.1,3,parter
"Gdańsk Przymorze, Prezydenta Lecha Kaczyńskiego",1 099 000 zł,14381 zł/m2,76.42,2,16
"Gdynia Chylonia, Gniewska",495 000 zł,9339 zł/m2,53,4,1
"Gdańsk Śródmieście, Garncarska",699 000 zł,12594 zł/m2,55.5,2,1
"Gdańsk Nowy Port, Strajku Dokerów",469 000 zł,9250 zł/m2,50.7,2,6
"Gdańsk Orunia, Sandomierska",699 000 zł,8500 zł/m2,82.23,4,1
"Gdańsk Śródmieście, Ogarna",839 000 zł,19929 zł/m2,42.1,3,5
"Gdańsk Długie Ogrody, Sienna Grobla",690 000 zł,20234 zł/m2,34.1,2,parter
"Gdańsk Śródmieście, Wałowa",1 590 000 zł,14600 zł/m2,108.9,3,2
"Gdańsk Oliwa, Opacka",790 000 zł,16288 zł/m2,48.5,3,2
"Gdańsk, Niepołomicka",399 000 zł,11400 zł/m2,35,3,2
"Gdańsk Przymorze, Piastowska",1 320 000 zł,14261 zł/m2,92.56,1,parter
"Gdańsk Strzyża, Fryderyka Chopina",520 000 zł,10000 zł/m2,52,2,parter
"Sopot Centrum, Niepodległości",789 000 zł,15580 zł/m2,50.64,3,2
"Gdańsk Śródmieście, Browarna",622 000 zł,16368 zł/m2,38,4,parter
"Gdańsk Przymorze, Obrońców Wybrzeża",1 399 000 zł,29893 zł/m2,46.8,2,1
"Sopot Wyścigi / Karlikowo, Karlikowska",999 000 zł,15182 zł/m2,65.8,3,1
"Gdańsk Długie Ogrody, Mariana Seredyńskiego",889 000 zł,15802 zł/m2,56.26,4,3
"Gdańsk Stare Przedmieście, Toruńska",870 000 zł,19333 zł/m2,45,2,2
"Gdańsk Osowa, Koziorożca",645 000 zł,9862 zł/m2,65.4,3,3
"Gdańsk Jasień, Pawła Adamowicza","850 842,16 zł",10724 zł/m2,79.34,3,4
"Gdańsk Stogi, Szpaki",434 000 zł,10585 zł/m2,41,5,4
"Gdańsk Morena, Jaśkowa Dolina",1 150 000 zł,17969 zł/m2,64,3,1
"Gdańsk Zakoniczyn, Konrada Guderskiego",544 000 zł,9731 zł/m2,55.9,2,1
"Gdynia Chwarzno, Władysława Kańskiego",1 350 000 zł,11957 zł/m2,112.9,4,2
"Gdańsk Biskupia Górka, Biskupia",557 000 zł,12378 zł/m2,45,3,9
"Gdynia Wiczlino, Św. Faustyny",449 000 zł,10547 zł/m2,42.57,4,1
"Sopot Wyścigi / Karlikowo, Bitwy Pod Płowcami",1 269 000 zł,16765 zł/m2,75.69,3,1
"Gdynia Wiczlino, Jana Kamrowskiego",549 000 zł,10871 zł/m2,50.5,3,2
"Gdynia Wzgórze św. Maksymiliana, Hetmańska",2 300 000 zł,22242 zł/m2,103.41,4,parter
"Gdynia Obłuże, Białowieska",399 000 zł,6638 zł/m2,60.1,1,3
"Gdańsk Osowa, Marsa",530 000 zł,8479 zł/m2,62.51,2,1
"Sopot Górny Sopot, Kochanowskiego",1 499 000 zł,11593 zł/m2,129.3,2,parter
"Gdynia Śródmieście, Starowiejska",360 000 zł,15484 zł/m2,23.25,4,4
"Gdynia Chylonia, Gniewska",380 000 zł,8806 zł/m2,43.15,3,3
"Gdynia Chylonia, Wejherowska",355 000 zł,8081 zł/m2,43.93,3,2
"Gdynia Mały Kack, Kameralna",1 195 000 zł,16341 zł/m2,73.13,3,3
"Gdynia Chwarzno, Sokoła",910 000 zł,9604 zł/m2,94.75,2,2
"Sopot Dolny Sopot, 3 Maja",950 000 zł,12955 zł/m2,73.33,2,4
Gdynia Cisowa,430 000 zł,7625 zł/m2,56.39,3,6
"Gdańsk Łostowice, Niepołomicka",430 000 zł,12647 zł/m2,34,3,1
"Gdańsk Jasień, Potęgowska",406 000 zł,11135 zł/m2,36.46,3,1
"Gdańsk Jasień, Potęgowska",514 000 zł,8862 zł/m2,58,7,4
"Gdańsk Jasień, Potęgowska",563 000 zł,10069 zł/m2,55.91,2,1
"Gdańsk Śródmieście, Pańska",1 150 000 zł,15333 zł/m2,75,2,1
"Gdynia Mały Kack, Wzgórze Bernadowo",1 390 000 zł,4964 zł/m2,280,2,4
"Gdańsk Jasień, Kazimierza Leskiego",369 000 zł,10035 zł/m2,36.77,3,8
"Gdynia Witomino, Stawna",379 000 zł,8693 zł/m2,43.6,3,3
"Gdynia Śródmieście, Wójta Radtkego",539 000 zł,9676 zł/m2,55.7,2,4
"Gdańsk Oliwa, Podhalańska",1 170 000 zł,14857 zł/m2,78.75,2,4
"Gdynia Śródmieście, Plac Kaszubski",1 770 000 zł,19032 zł/m2,93,5,1
"Gdańsk Wrzeszcz, Gen. Józefa Hallera",469 000 zł,12025 zł/m2,39,3,parter
"Gdynia Witomino, Stawna",379 000 zł,8692 zł/m2,43.6,2,2
"Gdynia Śródmieście, Plac Kaszubski","2 995 128,12 zł",18357 zł/m2,163.16,2,4
"Gdańsk Jasień, Konrada Guderskiego",625 000 zł,10045 zł/m2,62.22,3,5
"Gdańsk Stare Przedmieście, Lastadia",799 000 zł,14268 zł/m2,56,4,2
"Gdynia Śródmieście, Antoniego Abrahama",1 450 000 zł,25060 zł/m2,57.86,2,1
"Gdańsk Osowa, Hermesa",690 000 zł,10454 zł/m2,66,1,2
"Gdynia Wzgórze św. Maksymiliana, Hetmańska",2 300 000 zł,22241 zł/m2,103.41,2,4
Gdynia Witomino,379 000 zł,8043 zł/m2,47.12,2,parter
"Gdynia Chylonia, Lubawska",290 000 zł,17058 zł/m2,17,2,parter
"Gdynia Redłowo, Legionów",909 000 zł,14926 zł/m2,60.9,2,5
"Gdańsk Jasień, Jabłoniowa",389 000 zł,12156 zł/m2,32,2,2
"Gdańsk Brzeźno, Karola Chodkiewicza",990 000 zł,21313 zł/m2,46.45,4,5
"Gdańsk Łostowice, Niepołomicka",430 000 zł,12647 zł/m2,34,3,3
"Gdańsk Łostowice, Niepołomicka",440 000 zł,12941 zł/m2,34,3,parter
"Gdynia Orłowo, Orłowska",1 890 000 zł,19106 zł/m2,98.92,2,4
"Gdańsk Orunia Górna, Strzelców Karpackich",749 000 zł,8141 zł/m2,92,3,parter
"Gdańsk Długie Ogrody, Łąkowa",1 990 000 zł,22266 zł/m2,89.37,2,3
"Gdynia Działki Leśne, Warszawska",808 000 zł,12059 zł/m2,67,2,9
"Gdańsk Wrzeszcz, Danusi",929 000 zł,13662 zł/m2,68,3,1
"Gdańsk Stogi, Jeremiasza Falck Polonusa",469 000 zł,8527 zł/m2,55,4,2
"Gdańsk Zaspa, Stanisława Skarżyńskiego",565 000 zł,11554 zł/m2,48.9,2,3
"Gdańsk Zakoniczyn, Jerzego Świrskiego 23",649 999 zł,9999 zł/m2,65,1,1
"Gdańsk Morena, Ignacego Matuszewskiego",619 000 zł,8399 zł/m2,73.7,2,2
"Gdańsk Wrzeszcz, Mariana Hemara",880 000 zł,22000 zł/m2,40,3,1
"Sopot Dolny Sopot, Pokorniewskiego Tomasza",459 000 zł,15198 zł/m2,30.2,2,parter
"Gdańsk Wrzeszcz, Mariana Hemara",880 000 zł,22000 zł/m2,40,2,parter
"Gdynia Pogórze, Rtęciowa",370 000 zł,6346 zł/m2,58.3,1,1
"Gdańsk Chełm, Marcina Dragana",330 000 zł,6168 zł/m2,53.5,2,1
"Gdynia Karwiny, Leona Kruczkowskiego",385 000 zł,8020 zł/m2,48,2,1
"Gdańsk Przymorze, Jagiellońska",409 000 zł,15148 zł/m2,27,2,10
Gdynia Chylonia,350 000 zł,7882 zł/m2,44.4,2,3
"Gdynia Obłuże, Płk. Stanisława Dąbka",379 000 zł,8387 zł/m2,45.19,4,7
"Gdańsk Wrzeszcz, Jana Kilińskiego",439 000 zł,10948 zł/m2,40.1,2,2
Gdynia Oksywie,294 000 zł,6965 zł/m2,42.21,5,2
"Gdańsk Chełm, Jabłońskiego Henryka Hubertusa",665 500 zł,8993 zł/m2,74,3,3
"Gdańsk Jasień, Potęgowska",579 000 zł,11135 zł/m2,52,3,4
"Gdańsk Oliwa, Alfa Liczmańskiego",1 450 000 zł,9194 zł/m2,157.72,2,5
"Gdańsk Suchanino, Paderewskiego",490 000 zł,8448 zł/m2,58,2,2
"Gdańsk Maćkowy, Kampinoska",551 500 zł,10128 zł/m2,54.45,1,2
"Gdańsk Wrzeszcz, Joachima Lelewela",630 000 zł,18783 zł/m2,33.54,3,4
"Gdańsk Oliwa, Jana Bażyńskiego",869 201 zł,19871 zł/m2,43.74,3,9
"Gdańsk Żabianka, Gospody",380 000 zł,15833 zł/m2,24,2,1
"Gdańsk Śródmieście, Rajska",2 200 000 zł,28205 zł/m2,78,3,3
"Sopot Kamienny Potok, Józefa Kraszewskiego",669 000 zł,12623 zł/m2,53,2,2
"Sopot Wyścigi / Karlikowo, Niepodległości",400 000 zł,11764 zł/m2,34,2,1
"Gdańsk Zaspa, Startowa",629 000 zł,9782 zł/m2,64.3,1,6
"Sopot Górny Sopot, 23 Marca",790 000 zł,12908 zł/m2,61.2,4,parter
"Gdańsk Wrzeszcz, Hallera",469 000 zł,12025 zł/m2,39,4,3
"Sopot Górny Sopot, Niepodległości",440 000 zł,13643 zł/m2,32.25,3,2
"Gdańsk Śródmieście, Krosna",885 000 zł,13409 zł/m2,66,2,3
"Gdańsk Śródmieście, Stara Stocznia",2 700 000 zł,28723 zł/m2,94,2,3
"Gdańsk Siedlce, Jacka Malczewskiego",779 000 zł,11289 zł/m2,69,2,8
"Gdańsk Brzeźno, Dworska",595 000 zł,11019 zł/m2,54,2,parter
Gdynia Redłowo,459 000 zł,10674 zł/m2,43,3,4
Gdynia Redłowo,515 000 zł,11283 zł/m2,45.64,2,2
"Gdańsk Stogi, Jeremiasza Falck Polonusa",469 000 zł,8536 zł/m2,54.94,2,4
"Gdynia Grabówek, Falista",829 000 zł,12771 zł/m2,64.91,3,parter
"Gdynia Grabówek, Komandorska",540 000 zł,10800 zł/m2,50,2,2
"Gdańsk Siedlce, Jana Chryzostoma Paska",499 000 zł,9072 zł/m2,55,2,2
"Gdynia Chylonia, Gniewska",585 000 zł,9750 zł/m2,60,3,2
"Gdańsk Przymorze, Obrońców Wybrzeża",460 000 zł,10222 zł/m2,45,2,4
"Gdynia Karwiny, Jana Brzechwy",434 000 zł,8443 zł/m2,51.4,2,2
"Gdańsk Stogi, Skiby",520 000 zł,9629 zł/m2,54,4,parter
"Gdańsk Śródmieście, Szeroka",820 000 zł,20000 zł/m2,41,3,parter
"Gdańsk Rębowo, Flisykowskiego Alfonsa",399 000 zł,11419 zł/m2,34.94,2,parter
"Gdynia Wzgórze św. Maksymiliana, Kazimierza Górskiego",1 898 000 zł,20541 zł/m2,92.4,5,2
"Gdynia Obłuże, Płk. Stanisława Dąbka",349 999 zł,6629 zł/m2,52.8,3,1
"Gdańsk Brzeźno, Łozy",499 000 zł,11367 zł/m2,43.9,3,1
"Gdańsk Wrzeszcz, Konrada Wallenroda",1 120 000 zł,12709 zł/m2,88.12,2,2
"Gdynia Pogórze, Kmdr. Bolesława Romanowskiego",509 000 zł,8079 zł/m2,63,1,5
"Gdynia Orłowo, Bernadowska",1 600 000 zł,24375 zł/m2,65.64,2,parter
Gdynia Chylonia,365 000 zł,7744 zł/m2,47.13,2,parter
"Gdańsk Żabianka, Orłowska",399 000 zł,16625 zł/m2,24,2,parter
"Gdańsk Przymorze, Chłopska",569 000 zł,11380 zł/m2,50,4,1
"Gdańsk Żabianka, Jakuba Wejhera",569 000 zł,12897 zł/m2,44.12,1,2
"Gdańsk Stogi, Jeremiasza Falck Polonusa",469 000 zł,8536 zł/m2,54.94,3,parter
"Gdańsk Wrzeszcz, Konrada Leczkowa",869 000 zł,10308 zł/m2,84.3,3,4
Gdańsk Śródmieście,720 000 zł,20173 zł/m2,35.69,3,3
"Sopot Kamienny Potok, Kujawska",770 000 zł,15746 zł/m2,48.9,3,4
"Sopot Wyścigi / Karlikowo, Władysława Łokietka",1 675 000 zł,22635 zł/m2,74,3,3
"Gdańsk Wrzeszcz, Danusi",929 000 zł,13702 zł/m2,67.8,3,5
"Gdańsk Śródmieście, Rajska",2 200 000 zł,28205 zł/m2,78,3,4
"Gdańsk Śródmieście, Św. Ducha",949 000 zł,14292 zł/m2,66.4,3,10
Gdańsk Długie Ogrody,1 930 000 zł,21595 zł/m2,89.37,2,2
"Gdańsk Łostowice, Jana Kielasa",624 000 zł,9000 zł/m2,69.33,2,4
"Gdynia Wiczlino, Jana Kamrowskiego",499 000 zł,9881 zł/m2,50.5,1,3
"Gdańsk Jasień, Konrada Guderskiego",460 000 zł,9725 zł/m2,47.3,2,2
"Gdynia Kamienna Góra, Marsz. Piłsudskiego",580 000 zł,14442 zł/m2,40.16,3,3
"Gdynia Witomino, Narcyzowa",299 000 zł,10121 zł/m2,29.54,3,1
"Gdańsk Przymorze, Obrońców Wybrzeża",460 000 zł,10222 zł/m2,45,1,2
"Gdańsk Zaspa, Stanisława Skarżyńskiego",630 000 zł,9984 zł/m2,63.1,5,parter
"Gdańsk Jasień, Kazimierza Leskiego",584 000 zł,9416 zł/m2,62.02,2,8
"Gdynia Śródmieście, Świętojańska",490 000 zł,14411 zł/m2,34,3,3
Sopot Wyścigi / Karlikowo,3 980 000 zł,25512 zł/m2,156,3,2
"Gdańsk Śródmieście, Łąkowa",950 000 zł,17592 zł/m2,54,4,2
"Gdynia Pogórze, Romanowskiego Bolesława",519 000 zł,8238 zł/m2,63,2,3
"Sopot Kamienny Potok, Kraszewskiego Józefa",669 000 zł,12598 zł/m2,53.1,5,8
"Sopot Wyścigi / Karlikowo, Gen. Ludwika Mierosławskiego",1 349 000 zł,16511 zł/m2,81.7,3,1
"Gdańsk Długie Ogrody, Głęboka",509 000 zł,11387 zł/m2,44.7,2,1
"Gdańsk Łostowice, Hokejowa",999 000 zł,7135 zł/m2,140,4,5
"Gdańsk Łostowice, Niepołomicka",449 320 zł,8647 zł/m2,51.96,2,1
Gdynia Redłowo,480 000 zł,9696 zł/m2,49.5,3,2
"Sopot Dolny Sopot, Floriana Ceynowy",2 250 000 zł,26248 zł/m2,85.72,2,2
"Sopot Górny Sopot, 23 Marca",485 000 zł,12125 zł/m2,40,4,5
"Gdańsk Jasień, Leszczynowa",599 000 zł,10767 zł/m2,55.63,2,5
"Gdynia Śródmieście, Węglowa",1 299 000 zł,23878 zł/m2,54.4,3,2
"Gdańsk Śródmieście, Wałowa",1 425 000 zł,19000 zł/m2,75,4,parter
"Gdańsk Śródmieście, Świętojańska",699 000 zł,15067 zł/m2,46.39,4,2
"Gdańsk Oliwa, Podhalańska 7",1 180 000 zł,14984 zł/m2,78.75,4,3
"Gdynia Działki Leśne, Pomorska",1 665 000 zł,16989 zł/m2,98,2,1
"Gdynia Gdynia Port, Węglowa",2 990 000 zł,28816 zł/m2,103.76,2,1
"Sopot Dolny Sopot, Gen. Kazimierza Pułaskiego",1 549 999 zł,22142 zł/m2,70,2,1
"Sopot Dolny Sopot, Gen. Kazimierza Pułaskiego",799 000 zł,24968 zł/m2,32,1,2
"Gdynia Witomino, Narcyzowa",469 000 zł,11166 zł/m2,42,6,8
"Gdynia Działki Leśne, Olsztyńska",565 000 zł,9422 zł/m2,59.96,2,1
"Gdynia Witomino, Rolnicza",379 000 zł,10828 zł/m2,35,3,1
"Sopot Dolny Sopot, Chrobrego Bolesława",2 180 000 zł,11473 zł/m2,190,2,4
"Gdańsk Orunia, Perłowa",424 000 zł,12114 zł/m2,35,1,4
Gdańsk Śródmieście,1 140 000 zł,18095 zł/m2,63,3,parter
"Gdańsk Morena, Myśliwskie Wzgórze",699 000 zł,11956 zł/m2,58.46,4,2
"Gdańsk Dolne Miasto, Zielona",419 000 zł,13094 zł/m2,32,2,4
"Gdańsk Wrzeszcz, Adama Mickiewicza",695 000 zł,9586 zł/m2,72.5,3,1
"Gdańsk Wrzeszcz, Jaśkowa Dolina",1 695 000 zł,21093 zł/m2,80.36,2,parter
"Sopot Dolny Sopot, Monte Cassino",1 600 000 zł,31446 zł/m2,50.88,4,parter
"Gdańsk Śródmieście, Stara Stocznia",1 632 150 zł,27900 zł/m2,58.5,4,parter
"Gdańsk Wrzeszcz, Partyzantów",399 000 zł,10296 zł/m2,38.75,2,1
"Gdynia Dąbrowa, Sojowa",760 000 zł,9500 zł/m2,80,2,1
"Gdynia Wzgórze św. Maksymiliana, Kazimierza Górskiego",1 898 000 zł,20541 zł/m2,92.4,3,3
"Gdańsk Śródmieście, Seredyńskiego",620 000 zł,11809 zł/m2,52.5,2,parter
"Gdynia Witomino, Rolnicza",379 000 zł,10828 zł/m2,35,3,3
"Gdańsk Śródmieście, Chmielna",5 050 000 zł,48830 zł/m2,103.42,3,1
"Gdańsk Śródmieście, Chmielna",3 450 000 zł,46490 zł/m2,74.21,3,3
"Gdynia Śródmieście, Żeromskiego Stefana",799 000 zł,13496 zł/m2,59.2,3,2
"Gdynia Obłuże, Unruga",489 000 zł,9226 zł/m2,53,2,4
"Gdynia Oksywie, Płk. Dąbka",459 000 zł,9978 zł/m2,46,2,4
"Gdańsk Łostowice, Świętokrzyska",471 598 zł,9400 zł/m2,50.17,3,6
